country,date,indicator,countryiso3code,value,unit,obs_status,decimal,Region
Nepal,2011,"Account, male (% age 15+)",NPL,29.56,,,0,South Asia
Nepal,2014,"Account, male (% age 15+)",NPL,36.72,,,0,South Asia
Nepal,2017,"Account, male (% age 15+)",NPL,49.98,,,0,South Asia
Nepal,2021,"Account, male (% age 15+)",NPL,58.61,,,0,South Asia
Nepal,2022,"Account, male (% age 15+)",NPL,..,,,0,South Asia
Nepal,2011,"Account, rural (% age 15+)",NPL,..,,,0,South Asia
Nepal,2014,"Account, rural (% age 15+)",NPL,..,,,0,South Asia
Nepal,2017,"Account, rural (% age 15+)",NPL,..,,,0,South Asia
Nepal,2021,"Account, rural (% age 15+)",NPL,51.59,,,0,South Asia
Nepal,2022,"Account, rural (% age 15+)",NPL,..,,,0,South Asia
Nepal,2011,"Account, urban (% age 15+)",NPL,..,,,0,South Asia
Nepal,2014,"Account, urban (% age 15+)",NPL,..,,,0,South Asia
Nepal,2017,"Account, urban (% age 15+)",NPL,..,,,0,South Asia
Nepal,2021,"Account, urban (% age 15+)",NPL,61.52,,,0,South Asia
Nepal,2022,"Account, urban (% age 15+)",NPL,..,,,0,South Asia
Nepal,2011,Financial institution account (% age 15+),NPL,25.31,,,0,South Asia
Nepal,2014,Financial institution account (% age 15+),NPL,33.8,,,0,South Asia
Nepal,2017,Financial institution account (% age 15+),NPL,45.39,,,0,South Asia
Nepal,2021,Financial institution account (% age 15+),NPL,52.8,,,0,South Asia
Nepal,2022,Financial institution account (% age 15+),NPL,..,,,0,South Asia
Nepal,2011,"Financial institution account, female (% age 15+)",NPL,21.22,,,0,South Asia
Nepal,2014,"Financial institution account, female (% age 15+)",NPL,31.27,,,0,South Asia
Nepal,2017,"Financial institution account, female (% age 15+)",NPL,41.6,,,0,South Asia
Nepal,2021,"Financial institution account, female (% age 15+)",NPL,49.66,,,0,South Asia
Nepal,2022,"Financial institution account, female (% age 15+)",NPL,..,,,0,South Asia
Nepal,2011,"Financial institution account, male (% age 15+)",NPL,29.56,,,0,South Asia
Nepal,2014,"Financial institution account, male (% age 15+)",NPL,36.72,,,0,South Asia
Nepal,2017,"Financial institution account, male (% age 15+)",NPL,49.98,,,0,South Asia
Nepal,2021,"Financial institution account, male (% age 15+)",NPL,56.33,,,0,South Asia
Nepal,2022,"Financial institution account, male (% age 15+)",NPL,..,,,0,South Asia
Nepal,2011,"Financial institution account, rural (% age 15+)",NPL,..,,,0,South Asia
Nepal,2014,"Financial institution account, rural (% age 15+)",NPL,..,,,0,South Asia
Nepal,2017,"Financial institution account, rural (% age 15+)",NPL,..,,,0,South Asia
Nepal,2021,"Financial institution account, rural (% age 15+)",NPL,50.47,,,0,South Asia
Nepal,2022,"Financial institution account, rural (% age 15+)",NPL,..,,,0,South Asia
Nepal,2011,"Financial institution account, urban (% age 15+)",NPL,..,,,0,South Asia
Nepal,2014,"Financial institution account, urban (% age 15+)",NPL,..,,,0,South Asia
Nepal,2017,"Financial institution account, urban (% age 15+)",NPL,..,,,0,South Asia
Nepal,2021,"Financial institution account, urban (% age 15+)",NPL,60.06,,,0,South Asia
Nepal,2022,"Financial institution account, urban (% age 15+)",NPL,..,,,0,South Asia
Nepal,2011,Mobile money account (% age 15+),NPL,..,,,0,South Asia
Nepal,2014,Mobile money account (% age 15+),NPL,0.34,,,0,South Asia
Nepal,2017,Mobile money account (% age 15+),NPL,..,,,0,South Asia
Nepal,2021,Mobile money account (% age 15+),NPL,6.09,,,0,South Asia
Nepal,2022,Mobile money account (% age 15+),NPL,..,,,0,South Asia
Nepal,2011,"Mobile money account, female (% age 15+)",NPL,..,,,0,South Asia
Nepal,2014,"Mobile money account, female (% age 15+)",NPL,0.28,,,0,South Asia
Nepal,2017,"Mobile money account, female (% age 15+)",NPL,..,,,0,South Asia
Nepal,2021,"Mobile money account, female (% age 15+)",NPL,3.69,,,0,South Asia
Nepal,2022,"Mobile money account, female (% age 15+)",NPL,..,,,0,South Asia
Nepal,2011,"Mobile money account, male (% age 15+)",NPL,..,,,0,South Asia
Nepal,2014,"Mobile money account, male (% age 15+)",NPL,0.4,,,0,South Asia
Nepal,2017,"Mobile money account, male (% age 15+)",NPL,..,,,0,South Asia
Nepal,2021,"Mobile money account, male (% age 15+)",NPL,8.8,,,0,South Asia
Nepal,2022,"Mobile money account, male (% age 15+)",NPL,..,,,0,South Asia
Nepal,2011,"Mobile money account, rural (% age 15+)",NPL,..,,,0,South Asia
Nepal,2014,"Mobile money account, rural (% age 15+)",NPL,..,,,0,South Asia
Nepal,2017,"Mobile money account, rural (% age 15+)",NPL,..,,,0,South Asia
Nepal,2021,"Mobile money account, rural (% age 15+)",NPL,5,,,0,South Asia
Nepal,2022,"Mobile money account, rural (% age 15+)",NPL,..,,,0,South Asia
Nepal,2011,"Mobile money account, urban (% age 15+)",NPL,..,,,0,South Asia
Nepal,2014,"Mobile money account, urban (% age 15+)",NPL,..,,,0,South Asia
Nepal,2017,"Mobile money account, urban (% age 15+)",NPL,..,,,0,South Asia
Nepal,2021,"Mobile money account, urban (% age 15+)",NPL,9.5,,,0,South Asia
Nepal,2022,"Mobile money account, urban (% age 15+)",NPL,..,,,0,South Asia
Nepal,2011,Own a mobile phone (% age 15+),NPL,..,,,0,South Asia
Nepal,2014,Own a mobile phone (% age 15+),NPL,..,,,0,South Asia
Nepal,2017,Own a mobile phone (% age 15+),NPL,..,,,0,South Asia
Nepal,2021,Own a mobile phone (% age 15+),NPL,79.57,,,0,South Asia
Nepal,2022,Own a mobile phone (% age 15+),NPL,..,,,0,South Asia
Nepal,2011,Owns a debit or credit card (% age 15+),NPL,4.07,,,0,South Asia
Nepal,2014,Owns a debit or credit card (% age 15+),NPL,6.95,,,0,South Asia
Nepal,2017,Owns a debit or credit card (% age 15+),NPL,9.11,,,0,South Asia
Nepal,2021,Owns a debit or credit card (% age 15+),NPL,14.18,,,0,South Asia
Nepal,2022,Owns a debit or credit card (% age 15+),NPL,..,,,0,South Asia
Pakistan,2011,Account (% age 15+),PAK,10.31,,,0,South Asia
Pakistan,2014,Account (% age 15+),PAK,13.04,,,0,South Asia
Pakistan,2017,Account (% age 15+),PAK,21.29,,,0,South Asia
Pakistan,2021,Account (% age 15+),PAK,20.98,,,0,South Asia
Pakistan,2022,Account (% age 15+),PAK,..,,,0,South Asia
Pakistan,2011,"Account, female (% age 15+)",PAK,2.95,,,0,South Asia
Pakistan,2014,"Account, female (% age 15+)",PAK,4.84,,,0,South Asia
Pakistan,2017,"Account, female (% age 15+)",PAK,7.03,,,0,South Asia
Pakistan,2021,"Account, female (% age 15+)",PAK,13.48,,,0,South Asia
Pakistan,2022,"Account, female (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2011,"Account, male (% age 15+)",PAK,17.28,,,0,South Asia
Pakistan,2014,"Account, male (% age 15+)",PAK,20.97,,,0,South Asia
Pakistan,2017,"Account, male (% age 15+)",PAK,34.61,,,0,South Asia
Pakistan,2021,"Account, male (% age 15+)",PAK,28.18,,,0,South Asia
Pakistan,2022,"Account, male (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2011,"Account, rural (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2014,"Account, rural (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2017,"Account, rural (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2021,"Account, rural (% age 15+)",PAK,15.56,,,0,South Asia
Pakistan,2022,"Account, rural (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2011,"Account, urban (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2014,"Account, urban (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2017,"Account, urban (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2021,"Account, urban (% age 15+)",PAK,24.51,,,0,South Asia
Pakistan,2022,"Account, urban (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2011,Financial institution account (% age 15+),PAK,10.31,,,0,South Asia
Pakistan,2014,Financial institution account (% age 15+),PAK,8.71,,,0,South Asia
Pakistan,2017,Financial institution account (% age 15+),PAK,18.05,,,0,South Asia
Pakistan,2021,Financial institution account (% age 15+),PAK,16.29,,,0,South Asia
Pakistan,2022,Financial institution account (% age 15+),PAK,..,,,0,South Asia
Pakistan,2011,"Financial institution account, female (% age 15+)",PAK,2.95,,,0,South Asia
Pakistan,2014,"Financial institution account, female (% age 15+)",PAK,3.02,,,0,South Asia
Pakistan,2017,"Financial institution account, female (% age 15+)",PAK,6.28,,,0,South Asia
Pakistan,2021,"Financial institution account, female (% age 15+)",PAK,11.48,,,0,South Asia
Pakistan,2022,"Financial institution account, female (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2011,"Financial institution account, male (% age 15+)",PAK,17.28,,,0,South Asia
Pakistan,2014,"Financial institution account, male (% age 15+)",PAK,14.21,,,0,South Asia
Pakistan,2017,"Financial institution account, male (% age 15+)",PAK,29.03,,,0,South Asia
Pakistan,2021,"Financial institution account, male (% age 15+)",PAK,20.9,,,0,South Asia
Pakistan,2022,"Financial institution account, male (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2011,"Financial institution account, rural (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2014,"Financial institution account, rural (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2017,"Financial institution account, rural (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2021,"Financial institution account, rural (% age 15+)",PAK,11.93,,,0,South Asia
Pakistan,2022,"Financial institution account, rural (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2011,"Financial institution account, urban (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2014,"Financial institution account, urban (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2017,"Financial institution account, urban (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2021,"Financial institution account, urban (% age 15+)",PAK,19.13,,,0,South Asia
Pakistan,2022,"Financial institution account, urban (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2011,Mobile money account (% age 15+),PAK,..,,,0,South Asia
Pakistan,2014,Mobile money account (% age 15+),PAK,5.8,,,0,South Asia
Pakistan,2017,Mobile money account (% age 15+),PAK,6.89,,,0,South Asia
Pakistan,2021,Mobile money account (% age 15+),PAK,8.54,,,0,South Asia
Pakistan,2022,Mobile money account (% age 15+),PAK,..,,,0,South Asia
Pakistan,2011,"Mobile money account, female (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2014,"Mobile money account, female (% age 15+)",PAK,2.17,,,0,South Asia
Pakistan,2017,"Mobile money account, female (% age 15+)",PAK,0.79,,,0,South Asia
Pakistan,2021,"Mobile money account, female (% age 15+)",PAK,2.98,,,0,South Asia
Pakistan,2022,"Mobile money account, female (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2011,"Mobile money account, male (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2014,"Mobile money account, male (% age 15+)",PAK,9.32,,,0,South Asia
Pakistan,2017,"Mobile money account, male (% age 15+)",PAK,12.57,,,0,South Asia
Pakistan,2021,"Mobile money account, male (% age 15+)",PAK,13.87,,,0,South Asia
Pakistan,2022,"Mobile money account, male (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2011,"Mobile money account, rural (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2014,"Mobile money account, rural (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2017,"Mobile money account, rural (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2021,"Mobile money account, rural (% age 15+)",PAK,6.06,,,0,South Asia
Pakistan,2022,"Mobile money account, rural (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2011,"Mobile money account, urban (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2014,"Mobile money account, urban (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2017,"Mobile money account, urban (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2021,"Mobile money account, urban (% age 15+)",PAK,10.15,,,0,South Asia
Pakistan,2022,"Mobile money account, urban (% age 15+)",PAK,..,,,0,South Asia
Pakistan,2011,Own a mobile phone (% age 15+),PAK,..,,,0,South Asia
Pakistan,2014,Own a mobile phone (% age 15+),PAK,..,,,0,South Asia
Pakistan,2017,Own a mobile phone (% age 15+),PAK,..,,,0,South Asia
Pakistan,2021,Own a mobile phone (% age 15+),PAK,62.99,,,0,South Asia
Pakistan,2022,Own a mobile phone (% age 15+),PAK,..,,,0,South Asia
Pakistan,2011,Owns a debit or credit card (% age 15+),PAK,3.17,,,0,South Asia
Pakistan,2014,Owns a debit or credit card (% age 15+),PAK,3.03,,,0,South Asia
Pakistan,2017,Owns a debit or credit card (% age 15+),PAK,8.44,,,0,South Asia
Pakistan,2021,Owns a debit or credit card (% age 15+),PAK,7.74,,,0,South Asia
Pakistan,2022,Owns a debit or credit card (% age 15+),PAK,..,,,0,South Asia
Philippines,2011,Account (% age 15+),PHL,26.56,,,0,ASEAN
Philippines,2014,Account (% age 15+),PHL,31.29,,,0,ASEAN
Philippines,2017,Account (% age 15+),PHL,34.5,,,0,ASEAN
Philippines,2021,Account (% age 15+),PHL,51.37,,,0,ASEAN
Philippines,2022,Account (% age 15+),PHL,..,,,0,ASEAN
Philippines,2011,"Account, female (% age 15+)",PHL,33.71,,,0,ASEAN
Philippines,2014,"Account, female (% age 15+)",PHL,37.85,,,0,ASEAN
Philippines,2017,"Account, female (% age 15+)",PHL,38.85,,,0,ASEAN
Philippines,2021,"Account, female (% age 15+)",PHL,47.42,,,0,ASEAN
Philippines,2022,"Account, female (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2011,"Account, male (% age 15+)",PHL,19,,,0,ASEAN
Philippines,2014,"Account, male (% age 15+)",PHL,24.4,,,0,ASEAN
Philippines,2017,"Account, male (% age 15+)",PHL,30.02,,,0,ASEAN
Philippines,2021,"Account, male (% age 15+)",PHL,55.59,,,0,ASEAN
Philippines,2022,"Account, male (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2011,"Account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2014,"Account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2017,"Account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2021,"Account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2022,"Account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2011,"Account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2014,"Account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2017,"Account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2021,"Account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2022,"Account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2011,Financial institution account (% age 15+),PHL,26.56,,,0,ASEAN
Philippines,2014,Financial institution account (% age 15+),PHL,28.07,,,0,ASEAN
Philippines,2017,Financial institution account (% age 15+),PHL,31.8,,,0,ASEAN
Philippines,2021,Financial institution account (% age 15+),PHL,45.98,,,0,ASEAN
Philippines,2022,Financial institution account (% age 15+),PHL,..,,,0,ASEAN
Philippines,2011,"Financial institution account, female (% age 15+)",PHL,33.71,,,0,ASEAN
Philippines,2014,"Financial institution account, female (% age 15+)",PHL,33.88,,,0,ASEAN
Philippines,2017,"Financial institution account, female (% age 15+)",PHL,35.47,,,0,ASEAN
Philippines,2021,"Financial institution account, female (% age 15+)",PHL,40.91,,,0,ASEAN
Philippines,2022,"Financial institution account, female (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2011,"Financial institution account, male (% age 15+)",PHL,19,,,0,ASEAN
Philippines,2014,"Financial institution account, male (% age 15+)",PHL,21.97,,,0,ASEAN
Philippines,2017,"Financial institution account, male (% age 15+)",PHL,28.02,,,0,ASEAN
Philippines,2021,"Financial institution account, male (% age 15+)",PHL,51.4,,,0,ASEAN
Philippines,2022,"Financial institution account, male (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2011,"Financial institution account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2014,"Financial institution account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2017,"Financial institution account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2021,"Financial institution account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2022,"Financial institution account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2011,"Financial institution account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2014,"Financial institution account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2017,"Financial institution account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2021,"Financial institution account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2022,"Financial institution account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2011,Mobile money account (% age 15+),PHL,..,,,0,ASEAN
Philippines,2014,Mobile money account (% age 15+),PHL,4.23,,,0,ASEAN
Philippines,2017,Mobile money account (% age 15+),PHL,4.52,,,0,ASEAN
Philippines,2021,Mobile money account (% age 15+),PHL,21.74,,,0,ASEAN
Philippines,2022,Mobile money account (% age 15+),PHL,..,,,0,ASEAN
Philippines,2011,"Mobile money account, female (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2014,"Mobile money account, female (% age 15+)",PHL,4.92,,,0,ASEAN
Philippines,2017,"Mobile money account, female (% age 15+)",PHL,4.33,,,0,ASEAN
Philippines,2021,"Mobile money account, female (% age 15+)",PHL,18.91,,,0,ASEAN
Philippines,2022,"Mobile money account, female (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2011,"Mobile money account, male (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2014,"Mobile money account, male (% age 15+)",PHL,3.49,,,0,ASEAN
Philippines,2017,"Mobile money account, male (% age 15+)",PHL,4.72,,,0,ASEAN
Philippines,2021,"Mobile money account, male (% age 15+)",PHL,24.76,,,0,ASEAN
Philippines,2022,"Mobile money account, male (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2011,"Mobile money account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2014,"Mobile money account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2017,"Mobile money account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2021,"Mobile money account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2022,"Mobile money account, rural (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2011,"Mobile money account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2014,"Mobile money account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2017,"Mobile money account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2021,"Mobile money account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2022,"Mobile money account, urban (% age 15+)",PHL,..,,,0,ASEAN
Philippines,2011,Own a mobile phone (% age 15+),PHL,..,,,0,ASEAN
Philippines,2014,Own a mobile phone (% age 15+),PHL,..,,,0,ASEAN
Philippines,2017,Own a mobile phone (% age 15+),PHL,..,,,0,ASEAN
Philippines,2021,Own a mobile phone (% age 15+),PHL,92.11,,,0,ASEAN
Philippines,2022,Own a mobile phone (% age 15+),PHL,..,,,0,ASEAN
Philippines,2011,Owns a debit or credit card (% age 15+),PHL,14.77,,,0,ASEAN
Philippines,2014,Owns a debit or credit card (% age 15+),PHL,21.08,,,0,ASEAN
Philippines,2017,Owns a debit or credit card (% age 15+),PHL,21.28,,,0,ASEAN
Philippines,2021,Owns a debit or credit card (% age 15+),PHL,30.05,,,0,ASEAN
Philippines,2022,Owns a debit or credit card (% age 15+),PHL,..,,,0,ASEAN
Singapore,2011,Account (% age 15+),SGP,98.22,,,0,ASEAN
Singapore,2014,Account (% age 15+),SGP,96.35,,,0,ASEAN
Singapore,2017,Account (% age 15+),SGP,97.93,,,0,ASEAN
Singapore,2021,Account (% age 15+),SGP,97.55,,,0,ASEAN
Singapore,2022,Account (% age 15+),SGP,..,,,0,ASEAN
Singapore,2011,"Account, female (% age 15+)",SGP,98.21,,,0,ASEAN
Singapore,2014,"Account, female (% age 15+)",SGP,96.07,,,0,ASEAN
Singapore,2017,"Account, female (% age 15+)",SGP,96.31,,,0,ASEAN
Singapore,2021,"Account, female (% age 15+)",SGP,96.87,,,0,ASEAN
Singapore,2022,"Account, female (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2011,"Account, male (% age 15+)",SGP,98.23,,,0,ASEAN
Singapore,2014,"Account, male (% age 15+)",SGP,96.64,,,0,ASEAN
Singapore,2017,"Account, male (% age 15+)",SGP,99.68,,,0,ASEAN
Singapore,2021,"Account, male (% age 15+)",SGP,98.27,,,0,ASEAN
Singapore,2022,"Account, male (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2011,"Account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2014,"Account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2017,"Account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2021,"Account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2022,"Account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2011,"Account, urban (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2014,"Account, urban (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2017,"Account, urban (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2021,"Account, urban (% age 15+)",SGP,97.55,,,0,ASEAN
Singapore,2022,"Account, urban (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2011,Financial institution account (% age 15+),SGP,98.22,,,0,ASEAN
Singapore,2014,Financial institution account (% age 15+),SGP,96.35,,,0,ASEAN
Singapore,2017,Financial institution account (% age 15+),SGP,97.81,,,0,ASEAN
Singapore,2021,Financial institution account (% age 15+),SGP,97.19,,,0,ASEAN
Singapore,2022,Financial institution account (% age 15+),SGP,..,,,0,ASEAN
Singapore,2011,"Financial institution account, female (% age 15+)",SGP,98.21,,,0,ASEAN
Singapore,2014,"Financial institution account, female (% age 15+)",SGP,96.07,,,0,ASEAN
Singapore,2017,"Financial institution account, female (% age 15+)",SGP,96.31,,,0,ASEAN
Singapore,2021,"Financial institution account, female (% age 15+)",SGP,96.87,,,0,ASEAN
Singapore,2022,"Financial institution account, female (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2011,"Financial institution account, male (% age 15+)",SGP,98.23,,,0,ASEAN
Singapore,2014,"Financial institution account, male (% age 15+)",SGP,96.64,,,0,ASEAN
Singapore,2017,"Financial institution account, male (% age 15+)",SGP,99.44,,,0,ASEAN
Singapore,2021,"Financial institution account, male (% age 15+)",SGP,97.53,,,0,ASEAN
Singapore,2022,"Financial institution account, male (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2011,"Financial institution account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2014,"Financial institution account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2017,"Financial institution account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2021,"Financial institution account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2022,"Financial institution account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2011,"Financial institution account, urban (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2014,"Financial institution account, urban (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2017,"Financial institution account, urban (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2021,"Financial institution account, urban (% age 15+)",SGP,97.19,,,0,ASEAN
Singapore,2022,"Financial institution account, urban (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2011,Mobile money account (% age 15+),SGP,..,,,0,ASEAN
Singapore,2014,Mobile money account (% age 15+),SGP,6.15,,,0,ASEAN
Singapore,2017,Mobile money account (% age 15+),SGP,9.55,,,0,ASEAN
Singapore,2021,Mobile money account (% age 15+),SGP,30.6,,,0,ASEAN
Singapore,2022,Mobile money account (% age 15+),SGP,..,,,0,ASEAN
Singapore,2011,"Mobile money account, female (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2014,"Mobile money account, female (% age 15+)",SGP,5.19,,,0,ASEAN
Singapore,2017,"Mobile money account, female (% age 15+)",SGP,7.86,,,0,ASEAN
Singapore,2021,"Mobile money account, female (% age 15+)",SGP,27.07,,,0,ASEAN
Singapore,2022,"Mobile money account, female (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2011,"Mobile money account, male (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2014,"Mobile money account, male (% age 15+)",SGP,7.14,,,0,ASEAN
Singapore,2017,"Mobile money account, male (% age 15+)",SGP,11.38,,,0,ASEAN
Singapore,2021,"Mobile money account, male (% age 15+)",SGP,34.37,,,0,ASEAN
Singapore,2022,"Mobile money account, male (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2011,"Mobile money account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2014,"Mobile money account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2017,"Mobile money account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2021,"Mobile money account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2022,"Mobile money account, rural (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2011,"Mobile money account, urban (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2014,"Mobile money account, urban (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2017,"Mobile money account, urban (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2021,"Mobile money account, urban (% age 15+)",SGP,30.6,,,0,ASEAN
Singapore,2022,"Mobile money account, urban (% age 15+)",SGP,..,,,0,ASEAN
Singapore,2011,Own a mobile phone (% age 15+),SGP,..,,,0,ASEAN
Singapore,2014,Own a mobile phone (% age 15+),SGP,..,,,0,ASEAN
Singapore,2017,Own a mobile phone (% age 15+),SGP,..,,,0,ASEAN
Singapore,2021,Own a mobile phone (% age 15+),SGP,96.81,,,0,ASEAN
Singapore,2022,Own a mobile phone (% age 15+),SGP,..,,,0,ASEAN
Singapore,2011,Owns a debit or credit card (% age 15+),SGP,48.9,,,0,ASEAN
Singapore,2014,Owns a debit or credit card (% age 15+),SGP,89.99,,,0,ASEAN
Singapore,2017,Owns a debit or credit card (% age 15+),SGP,92.1,,,0,ASEAN
Singapore,2021,Owns a debit or credit card (% age 15+),SGP,93.72,,,0,ASEAN
Singapore,2022,Owns a debit or credit card (% age 15+),SGP,..,,,0,ASEAN
South Asia,2011,Account (% age 15+),(South Asia),..,,,0,Other
South Asia,2014,Account (% age 15+),(South Asia),..,,,0,Other
South Asia,2017,Account (% age 15+),(South Asia),..,,,0,Other
South Asia,2021,Account (% age 15+),(South Asia),..,,,0,Other
South Asia,2022,Account (% age 15+),(South Asia),..,,,0,Other
South Asia,2011,"Account, female (% age 15+)",(South Asia),..,,,0,Other
South Asia,2014,"Account, female (% age 15+)",(South Asia),..,,,0,Other
South Asia,2017,"Account, female (% age 15+)",(South Asia),..,,,0,Other
South Asia,2021,"Account, female (% age 15+)",(South Asia),..,,,0,Other
South Asia,2022,"Account, female (% age 15+)",(South Asia),..,,,0,Other
South Asia,2011,"Account, male (% age 15+)",(South Asia),..,,,0,Other
South Asia,2014,"Account, male (% age 15+)",(South Asia),..,,,0,Other
South Asia,2017,"Account, male (% age 15+)",(South Asia),..,,,0,Other
South Asia,2021,"Account, male (% age 15+)",(South Asia),..,,,0,Other
South Asia,2022,"Account, male (% age 15+)",(South Asia),..,,,0,Other
South Asia,2011,"Account, rural (% age 15+)",(South Asia),..,,,0,Other
South Asia,2014,"Account, rural (% age 15+)",(South Asia),..,,,0,Other
South Asia,2017,"Account, rural (% age 15+)",(South Asia),..,,,0,Other
South Asia,2021,"Account, rural (% age 15+)",(South Asia),..,,,0,Other
South Asia,2022,"Account, rural (% age 15+)",(South Asia),..,,,0,Other
